Termid,Regd No,Course,Grade,CA_100,MTT_50,ETT_100,ETP_100,Course_Att,MHRDName,CA_1,CA_2,CA_3,CA_4,Height,Weight,ScholarType,Direction,Gender,Medium,CourseType,ProgramType
218192,2860776,KHZ56,A,72,30,59,,93,Bachelor of Technology in Computer Science and Engineering (Cyber Security),31,21,20,0,172,99,Hostler,West,Male,Hindi,Theory,UG
218192,2860776,KHZ57,A,69,34,73,,91,Bachelor of Technology in Computer Science and Engineering (Cyber Security),0,27,30,12,172,99,Hostler,West,Male,Hindi,Theory,UG
218192,2860776,KHZ58,O,84,44,80,,93,Bachelor of Technology in Computer Science and Engineering (Cyber Security),61,6,10,7,172,99,Hostler,West,Male,Hindi,Theory,UG
218192,2890776,KHZ28,A,61,28,72,,93,Bachelor of Technology in Computer Science and Engineering (Cyber Security),24,6,12,19,184,81,Hostler,East,Male,English,Theory,UG
218192,2890776,KHZ51,A+,70,43,86,,95,Bachelor of Technology in Computer Science and Engineering (Cyber Security),22,48,0,0,184,81,Hostler,East,Male,English,Theory,UG
218192,2890776,KHZ52,A+,92,,,79,90,Bachelor of Technology in Computer Science and Engineering (Cyber Security),84,0,1,7,184,81,Hostler,East,Male,English,Theory,UG
218192,2890776,KHZ53,A,61,34,68,,90,Bachelor of Technology in Computer Science and Engineering (Cyber Security),29,25,0,7,184,81,Hostler,East,Male,English,Theory,UG
218192,2890776,KHZ54,A,92,28,80,,95,Bachelor of Technology in Computer Science and Engineering (Cyber Security),11,32,2,47,184,81,Hostler,East,Male,English,Theory,UG
218192,2890776,KHZ55,A+,87,,,80,93,Bachelor of Technology in Computer Science and Engineering (Cyber Security),4,13,68,2,184,81,Hostler,East,Male,English,Theory,UG
218192,2890776,KHZ56,A,79,35,63,,93,Bachelor of Technology in Computer Science and Engineering (Cyber Security),35,11,3,30,184,81,Hostler,East,Male,English,Theory,UG
218192,2890776,KHZ57,O,83,47,78,,93,Bachelor of Technology in Computer Science and Engineering (Cyber Security),10,53,12,8,184,81,Hostler,East,Male,English,Theory,UG
218192,2890776,KHZ58,A+,70,47,68,,93,Bachelor of Technology in Computer Science and Engineering (Cyber Security),27,35,7,1,184,81,Hostler,East,Male,English,Theory,UG
218192,2892776,KHZ28,A,66,34,67,,100,Bachelor of Technology in Computer Science and Engineering (Cyber Security),53,10,1,2,154,70,Day Scholar,West,Female,Hindi,Theory,UG
218192,2892776,KHZ51,A+,70,38,85,,93,Bachelor of Technology in Computer Science and Engineering (Cyber Security),8,9,50,3,154,70,Day Scholar,West,Female,Hindi,Theory,UG
218192,2892776,KHZ52,A+,90,,,75,91,Bachelor of Technology in Computer Science and Engineering (Cyber Security),80,7,2,1,154,70,Day Scholar,West,Female,Hindi,Theory,UG
218192,2892776,KHZ53,A,80,28,79,,84,Bachelor of Technology in Computer Science and Engineering (Cyber Security),46,10,23,1,154,70,Day Scholar,West,Female,Hindi,Theory,UG
218192,2892776,KHZ54,B+,80,38,68,,75,Bachelor of Technology in Computer Science and Engineering (Cyber Security),52,22,6,0,154,70,Day Scholar,West,Female,Hindi,Theory,UG
218192,2892776,KHZ55,B+,70,,,65,91,Bachelor of Technology in Computer Science and Engineering (Cyber Security),58,9,3,0,154,70,Day Scholar,West,Female,Hindi,Theory,UG
218192,2892776,KHZ56,B+,85,23,45,,85,Bachelor of Technology in Computer Science and Engineering (Cyber Security),26,58,0,1,154,70,Day Scholar,West,Female,Hindi,Theory,UG
218192,2892776,KHZ57,O,89,40,86,,76,Bachelor of Technology in Computer Science and Engineering (Cyber Security),85,0,1,3,154,70,Day Scholar,West,Female,Hindi,Theory,UG
218192,2892776,KHZ58,A,78,27,68,,76,Bachelor of Technology in Computer Science and Engineering (Cyber Security),64,7,0,7,154,70,Day Scholar,West,Female,Hindi,Theory,UG
218192,2894776,KHZ28,A,78,29,77,,83,Bachelor of Technology in Computer Science and Engineering (Cyber Security),42,7,12,17,159,79,Day Scholar,West,Male,English,Theory,UG
218192,2894776,KHZ391,A+,84,,,91,77,Bachelor of Technology in Computer Science and Engineering (Cyber Security),25,37,17,5,159,79,Day Scholar,West,Male,English,Theory,UG
218192,2894776,KHZ51,C,12,25,68,,79,Bachelor of Technology in Computer Science and Engineering (Cyber Security),7,2,3,0,159,79,Day Scholar,West,Male,English,Theory,UG
218192,2894776,KHZ52,B,71,,,51,75,Bachelor of Technology in Computer Science and Engineering (Cyber Security),66,2,1,2,159,79,Day Scholar,West,Male,English,Theory,UG
218192,2894776,KHZ53,B+,58,25,72,,92,Bachelor of Technology in Computer Science and Engineering (Cyber Security),15,39,3,1,159,79,Day Scholar,West,Male,English,Theory,UG
218192,2894776,KHZ54,B+,94,25,66,,82,Bachelor of Technology in Computer Science and Engineering (Cyber Security),27,63,4,0,159,79,Day Scholar,West,Male,English,Theory,UG
218192,2894776,KHZ55,A,85,,,77,89,Bachelor of Technology in Computer Science and Engineering (Cyber Security),51,32,1,1,159,79,Day Scholar,West,Male,English,Theory,UG
218192,2894776,KHZ56,C,72,15,32,,80,Bachelor of Technology in Computer Science and Engineering (Cyber Security),5,37,14,16,159,79,Day Scholar,West,Male,English,Theory,UG
218192,2894776,KHZ57,B+,80,28,59,,77,Bachelor of Technology in Computer Science and Engineering (Cyber Security),52,11,0,17,159,79,Day Scholar,West,Male,English,Theory,UG
218192,2894776,KHZ58,B+,52,35,65,,78,Bachelor of Technology in Computer Science and Engineering (Cyber Security),35,5,0,12,159,79,Day Scholar,West,Male,English,Theory,UG
218192,2972776,KHZ28,B+,65,29,62,,93,Bachelor of Technology in Computer Science and Engineering (Cyber Security),11,34,12,8,162,66,Day Scholar,South,Female,Regional,Theory,UG
218192,2972776,KHZ51,C,44,13,46,,80,Bachelor of Technology in Computer Science and Engineering (Cyber Security),24,9,9,2,162,66,Day Scholar,South,Female,Regional,Theory,UG
218192,2972776,KHZ52,B,70,,,59,77,Bachelor of Technology in Computer Science and Engineering (Cyber Security),41,0,17,12,162,66,Day Scholar,South,Female,Regional,Theory,UG
218192,2972776,KHZ53,E,44,12,35,,89,Bachelor of Technology in Computer Science and Engineering (Cyber Security),20,8,6,10,162,66,Day Scholar,South,Female,Regional,Theory,UG
218192,2972776,KHZ54,C,52,35,30,,79,Bachelor of Technology in Computer Science and Engineering (Cyber Security),2,40,4,6,162,66,Day Scholar,South,Female,Regional,Theory,UG
218192,2972776,KHZ55,B+,68,,,68,89,Bachelor of Technology in Computer Science and Engineering (Cyber Security),6,0,41,21,162,66,Day Scholar,South,Female,Regional,Theory,UG
218192,2972776,KHZ56,D,57,20,28,,62,Bachelor of Technology in Computer Science and Engineering (Cyber Security),12,43,2,0,162,66,Day Scholar,South,Female,Regional,Theory,UG
218192,2972776,KHZ57,B+,80,10,68,,80,Bachelor of Technology in Computer Science and Engineering (Cyber Security),68,11,0,1,162,66,Day Scholar,South,Female,Regional,Theory,UG
218192,2972776,KHZ58,C,27,34,42,,80,Bachelor of Technology in Computer Science and Engineering (Cyber Security),21,3,2,1,162,66,Day Scholar,South,Female,Regional,Theory,UG
218192,2973776,KHZ28,A,69,28,63,,98,Bachelor of Technology in Computer Science and Engineering (Cyber Security),61,3,5,0,162,55,Day Scholar,North,Male,Regional,Theory,UG
218192,2973776,KHZ51,B+,70,37,50,,95,Bachelor of Technology in Computer Science and Engineering (Cyber Security),36,9,14,11,162,55,Day Scholar,North,Male,Regional,Theory,UG
218192,2973776,KHZ52,A,81,,,69,92,Bachelor of Technology in Computer Science and Engineering (Cyber Security),30,37,9,5,162,55,Day Scholar,North,Male,Regional,Theory,UG
218192,2973776,KHZ53,B,78,17,49,,95,Bachelor of Technology in Computer Science and Engineering (Cyber Security),2,76,0,0,162,55,Day Scholar,North,Male,Regional,Theory,UG
218192,2973776,KHZ54,B+,57,27,62,,95,Bachelor of Technology in Computer Science and Engineering (Cyber Security),7,37,13,0,162,55,Day Scholar,North,Male,Regional,Theory,UG
218192,2973776,KHZ55,B+,99,,,47,96,Bachelor of Technology in Computer Science and Engineering (Cyber Security),38,50,3,8,162,55,Day Scholar,North,Male,Regional,Theory,UG
218192,2973776,KHZ56,B+,55,22,56,,91,Bachelor of Technology in Computer Science and Engineering (Cyber Security),12,28,7,8,162,55,Day Scholar,North,Male,Regional,Theory,UG
218192,2973776,KHZ57,B,59,29,48,,93,Bachelor of Technology in Computer Science and Engineering (Cyber Security),16,39,3,1,162,55,Day Scholar,North,Male,Regional,Theory,UG
218192,2973776,KHZ58,C,44,24,32,,100,Bachelor of Technology in Computer Science and Engineering (Cyber Security),6,19,8,11,162,55,Day Scholar,North,Male,Regional,Theory,UG
218192,2989776,KHZ28,A+,96,42,71,,85,Bachelor of Technology in Computer Science and Engineering (Cyber Security),35,13,0,48,173,47,Day Scholar,North,Male,English,Theory,UG
218192,2989776,KHZ51,A,60,37,75,,83,Bachelor of Technology in Computer Science and Engineering (Cyber Security),17,14,26,3,173,47,Day Scholar,North,Male,English,Theory,UG
218192,2989776,KHZ52,A+,100,,,82,75,Bachelor of Technology in Computer Science and Engineering (Cyber Security),97,2,1,0,173,47,Day Scholar,North,Male,English,Theory,UG
218192,2989776,KHZ53,A+,93,37,73,,86,Bachelor of Technology in Computer Science and Engineering (Cyber Security),68,1,10,14,173,47,Day Scholar,North,Male,English,Theory,UG
218192,2989776,KHZ54,B+,64,35,66,,90,Bachelor of Technology in Computer Science and Engineering (Cyber Security),62,2,0,0,173,47,Day Scholar,North,Male,English,Theory,UG
218192,2989776,KHZ55,A+,92,,,86,89,Bachelor of Technology in Computer Science and Engineering (Cyber Security),43,23,3,23,173,47,Day Scholar,North,Male,English,Theory,UG
218192,2989776,KHZ56,A,94,28,58,,83,Bachelor of Technology in Computer Science and Engineering (Cyber Security),73,13,4,4,173,47,Day Scholar,North,Male,English,Theory,UG
218192,2989776,KHZ57,O,100,47,80,,90,Bachelor of Technology in Computer Science and Engineering (Cyber Security),28,44,4,24,173,47,Day Scholar,North,Male,English,Theory,UG
218192,2989776,KHZ58,A,100,27,43,,91,Bachelor of Technology in Computer Science and Engineering (Cyber Security),15,23,57,5,173,47,Day Scholar,North,Male,English,Theory,UG
218192,2992776,KHZ28,B+,69,18,51,,91,Bachelor of Technology in Computer Science and Engineering (Cyber Security),11,55,0,3,158,86,Day Scholar,West,Female,English,Theory,UG
218192,2992776,KHZ51,E,57,29,0,,88,Bachelor of Technology in Computer Science and Engineering (Cyber Security),9,32,5,11,158,86,Day Scholar,West,Female,English,Theory,UG
218192,2992776,KHZ52,A,82,,,78,82,Bachelor of Technology in Computer Science and Engineering (Cyber Security),26,10,36,10,158,86,Day Scholar,West,Female,English,Theory,UG
218192,2992776,KHZ53,E,43,22,29,,59,Bachelor of Technology in Computer Science and Engineering (Cyber Security),41,2,0,0,158,86,Day Scholar,West,Female,English,Theory,UG
218192,2992776,KHZ54,C,74,22,46,,40,Bachelor of Technology in Computer Science and Engineering (Cyber Security),52,3,2,17,158,86,Day Scholar,West,Female,English,Theory,UG
218192,2992776,KHZ55,B,62,,,55,91,Bachelor of Technology in Computer Science and Engineering (Cyber Security),11,27,2,22,158,86,Day Scholar,West,Female,English,Theory,UG
218192,2992776,KHZ56,E,84,9,28,,75,Bachelor of Technology in Computer Science and Engineering (Cyber Security),75,1,5,3,158,86,Day Scholar,West,Female,English,Theory,UG
218192,2992776,KHZ57,D,47,0,56,,72,Bachelor of Technology in Computer Science and Engineering (Cyber Security),47,0,0,0,158,86,Day Scholar,West,Female,English,Theory,UG
218192,2992776,KHZ58,D,25,30,43,,64,Bachelor of Technology in Computer Science and Engineering (Cyber Security),7,3,11,4,158,86,Day Scholar,West,Female,English,Theory,UG
218192,3008776,KHZ28,B+,66,17,51,,93,Bachelor of Technology in Computer Science and Engineering (Cyber Security),50,3,8,5,182,65,Day Scholar,North,Female,Hindi,Theory,UG
218192,3008776,KHZ51,B+,70,15,73,,93,Bachelor of Technology in Computer Science and Engineering (Cyber Security),30,34,6,0,182,65,Day Scholar,North,Female,Hindi,Theory,UG
218192,3008776,KHZ52,A,90,,,68,86,Bachelor of Technology in Computer Science and Engineering (Cyber Security),73,5,7,5,182,65,Day Scholar,North,Female,Hindi,Theory,UG
218192,3008776,KHZ53,B,50,22,48,,90,Bachelor of Technology in Computer Science and Engineering (Cyber Security),46,1,2,1,182,65,Day Scholar,North,Female,Hindi,Theory,UG
218192,3008776,KHZ54,B+,62,24,66,,91,Bachelor of Technology in Computer Science and Engineering (Cyber Security),2,33,2,25,182,65,Day Scholar,North,Female,Hindi,Theory,UG
218192,3008776,KHZ55,B+,80,,,68,92,Bachelor of Technology in Computer Science and Engineering (Cyber Security),67,11,2,0,182,65,Day Scholar,North,Female,Hindi,Theory,UG
218192,3008776,KHZ56,A,79,18,68,,93,Bachelor of Technology in Computer Science and Engineering (Cyber Security),16,44,7,12,182,65,Day Scholar,North,Female,Hindi,Theory,UG
218192,3008776,KHZ57,A+,67,38,76,,91,Bachelor of Technology in Computer Science and Engineering (Cyber Security),13,28,0,26,182,65,Day Scholar,North,Female,Hindi,Theory,UG
218192,3008776,KHZ58,B+,61,34,52,,90,Bachelor of Technology in Computer Science and Engineering (Cyber Security),28,31,2,0,182,65,Day Scholar,North,Female,Hindi,Theory,UG
218192,3071776,KHZ28,A,69,37,73,,89,Bachelor of Technology in Computer Science and Engineering (Cyber Security),10,28,0,31,168,76,Day Scholar,East,Male,Hindi,Theory,UG
218192,3071776,KHZ51,A,80,33,63,,98,Bachelor of Technology in Computer Science and Engineering (Cyber Security),71,7,1,1,168,76,Day Scholar,East,Male,Hindi,Theory,UG
218192,3071776,KHZ52,A,94,,,64,93,Bachelor of Technology in Computer Science and Engineering (Cyber Security),24,4,3,63,168,76,Day Scholar,East,Male,Hindi,Theory,UG
218192,3071776,KHZ53,B,35,28,56,,90,Bachelor of Technology in Computer Science and Engineering (Cyber Security),18,12,3,2,168,76,Day Scholar,East,Male,Hindi,Theory,UG
218192,3071776,KHZ54,B,56,23,72,,82,Bachelor of Technology in Computer Science and Engineering (Cyber Security),1,13,26,16,168,76,Day Scholar,East,Male,Hindi,Theory,UG
218192,3071776,KHZ55,B,74,,,38,92,Bachelor of Technology in Computer Science and Engineering (Cyber Security),3,16,1,54,168,76,Day Scholar,East,Male,Hindi,Theory,UG
218192,3071776,KHZ56,A,77,32,58,,90,Bachelor of Technology in Computer Science and Engineering (Cyber Security),30,4,39,4,168,76,Day Scholar,East,Male,Hindi,Theory,UG
218192,3071776,KHZ57,B+,47,32,60,,87,Bachelor of Technology in Computer Science and Engineering (Cyber Security),36,4,5,2,168,76,Day Scholar,East,Male,Hindi,Theory,UG
218192,3071776,KHZ58,B,55,29,43,,88,Bachelor of Technology in Computer Science and Engineering (Cyber Security),2,32,9,12,168,76,Day Scholar,East,Male,Hindi,Theory,UG
218192,3105776,KHZ28,B,71,26,63,,73,Bachelor of Technology in Computer Science and Engineering (Cyber Security),8,15,2,46,166,50,Hostler,West,Female,Regional,Theory,UG
218192,3105776,KHZ391,F,0,,,0,53,Bachelor of Technology in Computer Science and Engineering (Cyber Security),0,0,0,0,166,50,Hostler,West,Female,Regional,Theory,UG
218192,3105776,KHZ51,F,0,0,0,,62,Bachelor of Technology in Computer Science and Engineering (Cyber Security),0,0,0,0,166,50,Hostler,West,Female,Regional,Theory,UG
218192,3105776,KHZ52,A,80,,,75,85,Bachelor of Technology in Computer Science and Engineering (Cyber Security),24,21,32,3,166,50,Hostler,West,Female,Regional,Theory,UG
218192,3105776,KHZ53,C,63,32,20,,77,Bachelor of Technology in Computer Science and Engineering (Cyber Security),14,23,3,23,166,50,Hostler,West,Female,Regional,Theory,UG
218192,3105776,KHZ54,F,0,0,0,,55,Bachelor of Technology in Computer Science and Engineering (Cyber Security),0,0,0,0,166,50,Hostler,West,Female,Regional,Theory,UG
218192,3105776,KHZ55,F,0,,,0,63,Bachelor of Technology in Computer Science and Engineering (Cyber Security),0,0,0,0,166,50,Hostler,West,Female,Regional,Theory,UG
218192,3105776,KHZ56,B,74,14,50,,71,Bachelor of Technology in Computer Science and Engineering (Cyber Security),40,11,6,17,166,50,Hostler,West,Female,Regional,Theory,UG
218192,3105776,KHZ57,F,0,0,0,,48,Bachelor of Technology in Computer Science and Engineering (Cyber Security),0,0,0,0,166,50,Hostler,West,Female,Regional,Theory,UG
218192,3105776,KHZ58,F,0,0,0,,44,Bachelor of Technology in Computer Science and Engineering (Cyber Security),0,0,0,0,166,50,Hostler,West,Female,Regional,Theory,UG
218192,3405776,KHZ28,A,63,38,72,,88,Bachelor of Technology in Computer Science and Engineering (Cyber Security),51,2,5,5,153,46,Day Scholar,East,Male,Regional,Theory,UG
218192,3405776,KHZ51,B+,60,25,65,,77,Bachelor of Technology in Computer Science and Engineering (Cyber Security),0,43,0,17,153,46,Day Scholar,East,Male,Regional,Theory,UG
218192,3405776,KHZ52,A+,80,,,95,93,Bachelor of Technology in Computer Science and Engineering (Cyber Security),64,3,1,12,153,46,Day Scholar,East,Male,Regional,Theory,UG
218192,3405776,KHZ53,C,50,28,38,,86,Bachelor of Technology in Computer Science and Engineering (Cyber Security),31,10,2,7,153,46,Day Scholar,East,Male,Regional,Theory,UG
218192,3405776,KHZ54,B,74,30,43,,85,Bachelor of Technology in Computer Science and Engineering (Cyber Security),48,19,5,2,153,46,Day Scholar,East,Male,Regional,Theory,UG
218192,3405776,KHZ55,C,64,,,41,93,Bachelor of Technology in Computer Science and Engineering (Cyber Security),40,4,12,8,153,46,Day Scholar,East,Male,Regional,Theory,UG
218192,3405776,KHZ56,B+,70,19,49,,85,Bachelor of Technology in Computer Science and Engineering (Cyber Security),34,23,7,6,153,46,Day Scholar,East,Male,Regional,Theory,UG
218192,3405776,KHZ57,B+,65,29,55,,87,Bachelor of Technology in Computer Science and Engineering (Cyber Security),30,30,1,4,153,46,Day Scholar,East,Male,Regional,Theory,UG
218192,3405776,KHZ58,B+,56,42,46,,77,Bachelor of Technology in Computer Science and Engineering (Cyber Security),40,9,2,5,153,46,Day Scholar,East,Male,Regional,Theory,UG
218192,3411776,KHZ28,A,62,42,81,,82,Bachelor of Technology in Computer Science and Engineering (Cyber Security),56,2,1,3,164,96,Day Scholar,North,Female,Hindi,Theory,UG
218192,3411776,KHZ51,B,50,43,49,,87,Bachelor of Technology in Computer Science and Engineering (Cyber Security),23,21,1,5,164,96,Day Scholar,North,Female,Hindi,Theory,UG
218192,3411776,KHZ52,B+,72,,,75,74,Bachelor of Technology in Computer Science and Engineering (Cyber Security),54,13,2,3,164,96,Day Scholar,North,Female,Hindi,Theory,UG
218192,3411776,KHZ53,A,49,34,78,,92,Bachelor of Technology in Computer Science and Engineering (Cyber Security),18,14,4,13,164,96,Day Scholar,North,Female,Hindi,Theory,UG
218192,3411776,KHZ54,B+,70,37,62,,85,Bachelor of Technology in Computer Science and Engineering (Cyber Security),38,13,8,11,164,96,Day Scholar,North,Female,Hindi,Theory,UG
218192,3411776,KHZ55,B+,60,,,82,82,Bachelor of Technology in Computer Science and Engineering (Cyber Security),7,21,8,24,164,96,Day Scholar,North,Female,Hindi,Theory,UG
218192,3411776,KHZ56,A,82,27,68,,90,Bachelor of Technology in Computer Science and Engineering (Cyber Security),37,15,19,11,164,96,Day Scholar,North,Female,Hindi,Theory,UG
218192,3411776,KHZ57,A+,85,43,68,,90,Bachelor of Technology in Computer Science and Engineering (Cyber Security),27,3,35,20,164,96,Day Scholar,North,Female,Hindi,Theory,UG
218192,3411776,KHZ58,A,65,42,50,,85,Bachelor of Technology in Computer Science and Engineering (Cyber Security),0,17,47,1,164,96,Day Scholar,North,Female,Hindi,Theory,UG
218192,3432776,KHZ28,B,38,22,41,,93,Bachelor of Technology in Computer Science and Engineering (Cyber Security),0,20,6,12,172,48,Hostler,South,Male,Hindi,Theory,UG
218192,3432776,KHZ391,A,94,,,67,94,Bachelor of Technology in Computer Science and Engineering (Cyber Security),23,43,5,23,172,48,Hostler,South,Male,Hindi,Theory,UG
218192,3432776,KHZ51,B+,77,22,53,,93,Bachelor of Technology in Computer Science and Engineering (Cyber Security),28,47,1,1,172,48,Hostler,South,Male,Hindi,Theory,UG
218192,3432776,KHZ52,A+,94,,,88,100,Bachelor of Technology in Computer Science and Engineering (Cyber Security),37,52,0,5,172,48,Hostler,South,Male,Hindi,Theory,UG
218192,3432776,KHZ53,B+,90,22,50,,99,Bachelor of Technology in Computer Science and Engineering (Cyber Security),45,31,8,6,172,48,Hostler,South,Male,Hindi,Theory,UG
218192,3432776,KHZ54,B+,79,23,59,,91,Bachelor of Technology in Computer Science and Engineering (Cyber Security),60,6,6,7,172,48,Hostler,South,Male,Hindi,Theory,UG
218192,3432776,KHZ55,A+,90,,,85,90,Bachelor of Technology in Computer Science and Engineering (Cyber Security),77,8,5,0,172,48,Hostler,South,Male,Hindi,Theory,UG
218192,3432776,KHZ56,C,69,19,36,,95,Bachelor of Technology in Computer Science and Engineering (Cyber Security),27,3,9,30,172,48,Hostler,South,Male,Hindi,Theory,UG
218192,3432776,KHZ57,A+,80,37,83,,92,Bachelor of Technology in Computer Science and Engineering (Cyber Security),43,1,4,32,172,48,Hostler,South,Male,Hindi,Theory,UG
218192,3432776,KHZ58,A+,62,38,80,,95,Bachelor of Technology in Computer Science and Engineering (Cyber Security),58,2,0,2,172,48,Hostler,South,Male,Hindi,Theory,UG
218192,3450776,KHZ28,B,46,29,54,,80,Bachelor of Technology in Computer Science and Engineering (Cyber Security),7,15,9,15,159,98,Hostler,West,Female,Regional,Theory,UG
218192,3450776,KHZ51,B,39,29,53,,81,Bachelor of Technology in Computer Science and Engineering (Cyber Security),28,10,0,1,159,98,Hostler,West,Female,Regional,Theory,UG
218192,3450776,KHZ52,C,51,,,56,86,Bachelor of Technology in Computer Science and Engineering (Cyber Security),14,36,1,0,159,98,Hostler,West,Female,Regional,Theory,UG
218192,3450776,KHZ53,B,35,34,58,,84,Bachelor of Technology in Computer Science and Engineering (Cyber Security),27,2,5,1,159,98,Hostler,West,Female,Regional,Theory,UG
218192,3450776,KHZ54,C,49,23,53,,76,Bachelor of Technology in Computer Science and Engineering (Cyber Security),34,15,0,0,159,98,Hostler,West,Female,Regional,Theory,UG
218192,3450776,KHZ55,E,58,,,16,97,Bachelor of Technology in Computer Science and Engineering (Cyber Security),35,20,3,0,159,98,Hostler,West,Female,Regional,Theory,UG
218192,3450776,KHZ56,C,65,30,23,,87,Bachelor of Technology in Computer Science and Engineering (Cyber Security),4,41,10,10,159,98,Hostler,West,Female,Regional,Theory,UG
218192,3450776,KHZ57,B+,50,23,78,,86,Bachelor of Technology in Computer Science and Engineering (Cyber Security),44,1,0,5,159,98,Hostler,West,Female,Regional,Theory,UG
218192,3450776,KHZ58,C,34,29,35,,90,Bachelor of Technology in Computer Science and Engineering (Cyber Security),11,1,20,2,159,98,Hostler,West,Female,Regional,Theory,UG
218192,3453776,KHZ28,A,72,23,78,,91,Bachelor of Technology in Computer Science and Engineering (Cyber Security),42,1,23,6,175,84,Hostler,South,Female,Regional,Theory,UG
218192,3453776,KHZ51,B+,84,22,56,,87,Bachelor of Technology in Computer Science and Engineering (Cyber Security),71,5,5,3,175,84,Hostler,South,Female,Regional,Theory,UG
218192,3453776,KHZ52,A,88,,,76,82,Bachelor of Technology in Computer Science and Engineering (Cyber Security),81,6,1,0,175,84,Hostler,South,Female,Regional,Theory,UG
218192,3453776,KHZ53,B,48,19,59,,89,Bachelor of Technology in Computer Science and Engineering (Cyber Security),48,0,0,0,175,84,Hostler,South,Female,Regional,Theory,UG
218192,3453776,KHZ54,B+,69,28,68,,83,Bachelor of Technology in Computer Science and Engineering (Cyber Security),30,10,1,28,175,84,Hostler,South,Female,Regional,Theory,UG
218192,3453776,KHZ55,B+,70,,,72,93,Bachelor of Technology in Computer Science and Engineering (Cyber Security),21,31,14,4,175,84,Hostler,South,Female,Regional,Theory,UG
218192,3453776,KHZ56,C,67,23,36,,93,Bachelor of Technology in Computer Science and Engineering (Cyber Security),40,14,1,12,175,84,Hostler,South,Female,Regional,Theory,UG
218192,3453776,KHZ57,A,59,20,83,,87,Bachelor of Technology in Computer Science and Engineering (Cyber Security),14,21,21,3,175,84,Hostler,South,Female,Regional,Theory,UG
218192,3453776,KHZ58,A,55,30,63,,90,Bachelor of Technology in Computer Science and Engineering (Cyber Security),6,43,4,2,175,84,Hostler,South,Female,Regional,Theory,UG
218192,3457776,KHZ28,A,57,35,71,,98,Bachelor of Technology in Computer Science and Engineering (Cyber Security),16,5,7,29,177,90,Hostler,South,Female,Hindi,Theory,UG
218192,3457776,KHZ51,A,80,38,69,,95,Bachelor of Technology in Computer Science and Engineering (Cyber Security),73,0,1,6,177,90,Hostler,South,Female,Hindi,Theory,UG
218192,3457776,KHZ52,A,100,,,66,93,Bachelor of Technology in Computer Science and Engineering (Cyber Security),78,9,8,5,177,90,Hostler,South,Female,Hindi,Theory,UG
218192,3457776,KHZ53,B+,45,29,69,,100,Bachelor of Technology in Computer Science and Engineering (Cyber Security),24,4,15,2,177,90,Hostler,South,Female,Hindi,Theory,UG
218192,3457776,KHZ54,B+,87,27,60,,98,Bachelor of Technology in Computer Science and Engineering (Cyber Security),1,59,9,18,177,90,Hostler,South,Female,Hindi,Theory,UG
218192,3457776,KHZ55,A,80,,,70,94,Bachelor of Technology in Computer Science and Engineering (Cyber Security),27,12,40,1,177,90,Hostler,South,Female,Hindi,Theory,UG
218192,3457776,KHZ56,B+,79,23,43,,100,Bachelor of Technology in Computer Science and Engineering (Cyber Security),38,33,0,8,177,90,Hostler,South,Female,Hindi,Theory,UG
218192,3457776,KHZ57,A+,62,44,79,,99,Bachelor of Technology in Computer Science and Engineering (Cyber Security),14,30,13,5,177,90,Hostler,South,Female,Hindi,Theory,UG
218192,3457776,KHZ58,B+,53,27,50,,100,Bachelor of Technology in Computer Science and Engineering (Cyber Security),43,0,0,10,177,90,Hostler,South,Female,Hindi,Theory,UG
218192,3534776,KHZ28,A+,80,47,77,,93,Bachelor of Technology in Computer Science and Engineering (Cyber Security),24,21,27,8,155,88,Hostler,East,Female,Regional,Theory,UG
218192,3534776,KHZ391,A+,83,,,85,88,Bachelor of Technology in Computer Science and Engineering (Cyber Security),65,16,2,0,155,88,Hostler,East,Female,Regional,Theory,UG
218192,3534776,KHZ51,A+,74,37,83,,88,Bachelor of Technology in Computer Science and Engineering (Cyber Security),62,6,4,2,155,88,Hostler,East,Female,Regional,Theory,UG
218192,3534776,KHZ52,A,80,,,77,83,Bachelor of Technology in Computer Science and Engineering (Cyber Security),12,58,3,7,155,88,Hostler,East,Female,Regional,Theory,UG
218192,3534776,KHZ53,A,90,27,68,,92,Bachelor of Technology in Computer Science and Engineering (Cyber Security),41,42,2,5,155,88,Hostler,East,Female,Regional,Theory,UG
218192,3534776,KHZ54,A,77,30,73,,85,Bachelor of Technology in Computer Science and Engineering (Cyber Security),69,3,3,2,155,88,Hostler,East,Female,Regional,Theory,UG
218192,3534776,KHZ55,A,79,,,72,93,Bachelor of Technology in Computer Science and Engineering (Cyber Security),57,8,6,8,155,88,Hostler,East,Female,Regional,Theory,UG
218192,3534776,KHZ56,C,60,19,42,,87,Bachelor of Technology in Computer Science and Engineering (Cyber Security),13,1,19,27,155,88,Hostler,East,Female,Regional,Theory,UG
218192,3534776,KHZ57,A+,92,33,73,,87,Bachelor of Technology in Computer Science and Engineering (Cyber Security),49,10,33,0,155,88,Hostler,East,Female,Regional,Theory,UG
218192,3534776,KHZ58,A,55,35,59,,93,Bachelor of Technology in Computer Science and Engineering (Cyber Security),48,0,6,1,155,88,Hostler,East,Female,Regional,Theory,UG
218192,3551776,KHZ28,A,75,28,73,,91,Bachelor of Technology in Computer Science and Engineering (Cyber Security),36,5,2,32,165,57,Hostler,North,Female,Hindi,Theory,UG
